county,precinct,PRES20D,PRES20L,PRES20R,PREC
Appling,1B,116,7,870,"APPLING, 1B"
Appling,1C,44,2,594,"APPLING, 1C"
Appling,2,908,9,531,"APPLING, 2"
Appling,3A1,20,4,587,"APPLING, 3A1"
Appling,3C,288,4,843,"APPLING, 3C"
Appling,4B,23,2,647,"APPLING, 4B"
Appling,4D,130,1,1048,"APPLING, 4D"
Appling,5A,118,5,697,"APPLING, 5A"
Appling,5B,132,2,709,"APPLING, 5B"
Atkinson,Axson,45,3,479,"ATKINSON, AXSON"
Atkinson,Pearson City,329,6,229,"ATKINSON, PEARSON CITY"
Atkinson,Pearson County,160,11,1026,"ATKINSON, PEARSON COUNTY"
Atkinson,Willacoochee,291,10,566,"ATKINSON, WILLACOOCHEE"
Bacon,Douglas,625,25,4018,"BACON, DOUGLAS"
Baker,Anna,31,0,93,"BAKER, ANNA"
Baker,Elmodel,148,0,141,"BAKER, ELMODEL"
Baker,Hoggards Mill,111,3,120,"BAKER, HOGGARDS MILL"
Baker,Milford,69,0,137,"BAKER, MILFORD"
Baker,Newton,293,3,406,"BAKER, NEWTON"
Baldwin,Boddie,547,6,134,"BALDWIN, BODDIE"
Baldwin,City Hall Annex,331,6,153,"BALDWIN, CITY HALL ANNEX"
Baldwin,Coopers,320,10,784,"BALDWIN, COOPERS"
Baldwin,Courthouse,169,6,113,"BALDWIN, COURTHOUSE"
Baldwin,East Baldwin,1159,28,1581,"BALDWIN, EAST BALDWIN"
Baldwin,East Hardwick,520,12,140,"BALDWIN, EAST HARDWICK"
Baldwin,Fire Dept,711,10,212,"BALDWIN, FIRE DEPT"
Baldwin,Meriweather,831,26,1366,"BALDWIN, MERIWEATHER"
Baldwin,North Baldwin,810,24,1891,"BALDWIN, NORTH BALDWIN"
Baldwin,North Milledgeville,859,22,793,"BALDWIN, NORTH MILLEDGEVILLE"
Baldwin,Scottsboro,275,8,426,"BALDWIN, SCOTTSBORO"
Baldwin,South Milledgeville,583,9,179,"BALDWIN, SOUTH MILLEDGEVILLE"
Baldwin,West Baldwin,604,19,731,"BALDWIN, WEST BALDWIN"
Baldwin,West Hardwick,1421,22,400,"BALDWIN, WEST HARDWICK"
Banks,Anderson,100,12,901,"BANKS, ANDERSON"
Banks,Baldwin,103,6,528,"BANKS, BALDWIN"
Banks,Berlin,29,0,266,"BANKS, BERLIN"
Banks,Bushville,42,3,468,"BANKS, BUSHVILLE"
Banks,Columbia,20,0,258,"BANKS, COLUMBIA"
Banks,Davids,166,11,1107,"BANKS, DAVIDS"
Banks,Golden Hill,80,7,538,"BANKS, GOLDEN HILL"
Banks,Grove River,33,4,387,"BANKS, GROVE RIVER"
Banks,Hollingsworth,53,3,432,"BANKS, HOLLINGSWORTH"
Banks,Homer,108,6,957,"BANKS, HOMER"
Banks,Poplar Springs,113,15,1121,"BANKS, POPLAR SPRINGS"
Banks,Washington,53,4,438,"BANKS, WASHINGTON"
Banks,Wilmonts,32,3,394,"BANKS, WILMONTS"
Barrow,01 Bethlehem Community Center,560,40,1728,"BARROW, 01 BETHLEHEM COMMUNITY CENTER"
Barrow,02 Bethlehem Church - 211,966,72,4033,"BARROW, 02 BETHLEHEM CHURCH - 211"
Barrow,03 Hmong New Hope Alliance Church,943,74,3098,"BARROW, 03 HMONG NEW HOPE ALLIANCE CHURCH"
Barrow,04 Covenant Life Sanctuary,624,54,1904,"BARROW, 04 COVENANT LIFE SANCTUARY"
Barrow,05 Fire Station 1 (Statham),1743,70,4198,"BARROW, 05 FIRE STATION 1 (STATHAM)"
Barrow,08 First Baptist Church Winder,1114,86,3784,"BARROW, 08 FIRST BAPTIST CHURCH WINDER"
Barrow,13 Winder Community Center,2036,108,3664,"BARROW, 13 WINDER COMMUNITY CENTER"
Barrow,16 The Church at Winder,2467,160,4395,"BARROW, 16 THE CHURCH AT WINDER"
Bartow,Adairsville,908,73,3819,"BARTOW, ADAIRSVILLE"
Bartow,Allatoona,696,31,1997,"BARTOW, ALLATOONA"
Bartow,Cartersville East,1527,65,2810,"BARTOW, CARTERSVILLE EAST"
Bartow,Cartersville West,1776,61,4030,"BARTOW, CARTERSVILLE WEST"
Bartow,Cassville,1019,53,2259,"BARTOW, CASSVILLE"
Bartow,Center,568,48,2312,"BARTOW, CENTER"
Bartow,Emerson,414,29,1582,"BARTOW, EMERSON"
Bartow,Euharlee,853,69,2859,"BARTOW, EUHARLEE"
Bartow,Folsom,113,8,897,"BARTOW, FOLSOM"
Bartow,Hamilton Crossing,921,45,3228,"BARTOW, HAMILTON CROSSING"
Bartow,Kingston,305,27,1550,"BARTOW, KINGSTON"
Bartow,Mission Road,711,25,2070,"BARTOW, MISSION ROAD"
Bartow,Pine Log,189,25,1369,"BARTOW, PINE LOG"
Bartow,Taylorsville,206,25,1861,"BARTOW, TAYLORSVILLE"
Bartow,White,275,32,1648,"BARTOW, WHITE"
Bartow,Woodland,297,21,961,"BARTOW, WOODLAND"
Bartow,Zena Drive,1314,64,2422,"BARTOW, ZENA DRIVE"
Ben Hill,East,1182,20,1249,"BEN HILL, EAST"
Ben Hill,West,1210,38,2861,"BEN HILL, WEST"
Berrien,Alapaha,206,5,622,"BERRIEN, ALAPAHA"
Berrien,Enigma,86,6,636,"BERRIEN, ENIGMA"
Berrien,Nashville,694,25,3393,"BERRIEN, NASHVILLE"
Berrien,Ray City,216,12,1062,"BERRIEN, RAY CITY"
Berrien,West Berrien,67,7,706,"BERRIEN, WEST BERRIEN"
Bibb,East Macon 1,929,11,47,"BIBB, EAST MACON 1"
Bibb,East Macon 2,2169,27,157,"BIBB, EAST MACON 2"
Bibb,East Macon 3,1563,23,570,"BIBB, EAST MACON 3"
Bibb,East Macon 4,1309,9,95,"BIBB, EAST MACON 4"
Bibb,East Macon 5,1264,16,379,"BIBB, EAST MACON 5"
Bibb,Godfrey 1,2987,29,326,"BIBB, GODFREY 1"
Bibb,Godfrey 2,795,8,98,"BIBB, GODFREY 2"
Bibb,Godfrey 3,1543,8,175,"BIBB, GODFREY 3"
Bibb,Godfrey 4,826,7,139,"BIBB, GODFREY 4"
Bibb,Godfrey 5,2328,30,301,"BIBB, GODFREY 5"
Bibb,Hazzard 1,1676,21,232,"BIBB, HAZZARD 1"
Bibb,Hazzard 2,1606,34,1215,"BIBB, HAZZARD 2"
Bibb,Hazzard 3,3284,31,1201,"BIBB, HAZZARD 3"
Bibb,Hazzard 4,1618,37,2112,"BIBB, HAZZARD 4"
Bibb,Howard 1,992,21,1727,"BIBB, HOWARD 1"
Bibb,Howard 2,929,35,1734,"BIBB, HOWARD 2"
Bibb,Howard 3,2233,55,2397,"BIBB, HOWARD 3"
Bibb,Howard 4,625,22,577,"BIBB, HOWARD 4"
Bibb,Howard 5,917,14,535,"BIBB, HOWARD 5"
Bibb,Howard 6,736,18,878,"BIBB, HOWARD 6"
Bibb,Howard 7,851,31,1421,"BIBB, HOWARD 7"
Bibb,Rutland 1,1784,28,2559,"BIBB, RUTLAND 1"
Bibb,Rutland 2,863,26,1590,"BIBB, RUTLAND 2"
Bibb,Vineville 1,1509,37,670,"BIBB, VINEVILLE 1"
Bibb,Vineville 2,939,21,291,"BIBB, VINEVILLE 2"
Bibb,Vineville 3,1601,19,153,"BIBB, VINEVILLE 3"
Bibb,Vineville 4,2042,23,283,"BIBB, VINEVILLE 4"
Bibb,Vineville 5,818,30,913,"BIBB, VINEVILLE 5"
Bibb,Vineville 6,1180,39,937,"BIBB, VINEVILLE 6"
Bibb,Warrior 1,675,16,1300,"BIBB, WARRIOR 1"
Bibb,Warrior 2,877,23,1573,"BIBB, WARRIOR 2"
Bleckley,Fairground,1311,67,4328,"BLECKLEY, FAIRGROUND"
Brantley,Hoboken,164,17,2210,"BRANTLEY, HOBOKEN"
Brantley,Nahunta,268,17,2522,"BRANTLEY, NAHUNTA"
Brantley,Waynesville,267,22,2259,"BRANTLEY, WAYNESVILLE"
Brooks,Barwick,67,0,181,"BROOKS, BARWICK"
Brooks,Briggs,315,15,1148,"BROOKS, BRIGGS"
Brooks,Dixie,395,4,363,"BROOKS, DIXIE"
Brooks,Morven,399,10,925,"BROOKS, MORVEN"
Brooks,Nankin,86,2,421,"BROOKS, NANKIN"
Brooks,Pavo,122,2,314,"BROOKS, PAVO"
Brooks,Quitman,1406,17,908,"BROOKS, QUITMAN"
Bryan,Black Creek,393,21,1442,"BRYAN, BLACK CREEK"
Bryan,Danielsiding,435,29,1213,"BRYAN, DANIELSIDING"
Bryan,Ellabell,302,17,1300,"BRYAN, ELLABELL"
Bryan,Hwy 144 East,1393,71,2528,"BRYAN, HWY 144 EAST"
Bryan,JF Gregory Park,573,35,1654,"BRYAN, JF GREGORY PARK"
Bryan,Keller,1017,43,2205,"BRYAN, KELLER"
Bryan,Pembroke,567,32,1111,"BRYAN, PEMBROKE"
Bryan,Public Safety Complex,635,41,937,"BRYAN, PUBLIC SAFETY COMPLEX"
Bryan,RH Rec Complex,888,47,1137,"BRYAN, RH REC COMPLEX"
Bryan,Ways Station,536,21,717,"BRYAN, WAYS STATION"
Bulloch,Bay,203,12,987,"BULLOCH, BAY"
Bulloch,Blitch,398,12,1129,"BULLOCH, BLITCH"
Bulloch,Brooklet,565,35,1880,"BULLOCH, BROOKLET"
Bulloch,Church,1988,63,1737,"BULLOCH, CHURCH"
Bulloch,Emit,757,49,1620,"BULLOCH, EMIT"
Bulloch,Fair,1705,75,2559,"BULLOCH, FAIR"
Bulloch,Hagin,575,14,1079,"BULLOCH, HAGIN"
Bulloch,Leefield,112,13,630,"BULLOCH, LEEFIELD"
Bulloch,Lockhart,150,3,385,"BULLOCH, LOCKHART"
Bulloch,Nevils,169,12,740,"BULLOCH, NEVILS"
Bulloch,Pittman Park,1725,75,992,"BULLOCH, PITTMAN PARK"
Bulloch,Portal,309,10,839,"BULLOCH, PORTAL"
Bulloch,Register,217,10,411,"BULLOCH, REGISTER"
Bulloch,Sinkhole,60,2,298,"BULLOCH, SINKHOLE"
Bulloch,Statesboro,2074,59,1907,"BULLOCH, STATESBORO"
Bulloch,Stilson,236,11,1193,"BULLOCH, STILSON"
Burke,Alexander,113,1,158,"BURKE, ALEXANDER"
Burke,Blakeney,237,1,165,"BURKE, BLAKENEY"
Burke,Four Points,503,10,1086,"BURKE, FOUR POINTS"
Burke,Girard,242,3,232,"BURKE, GIRARD"
Burke,Gough,189,2,116,"BURKE, GOUGH"
Burke,Greenscut,271,4,412,"BURKE, GREENSCUT"
Burke,Keysville,141,3,119,"BURKE, KEYSVILLE"
Burke,Midville,181,2,122,"BURKE, MIDVILLE"
Burke,Munnerlyn,81,2,116,"BURKE, MUNNERLYN"
Burke,North Waynesboro,1296,9,482,"BURKE, NORTH WAYNESBORO"
Burke,Sardis,257,4,392,"BURKE, SARDIS"
Burke,Scotts Crossroads,128,0,63,"BURKE, SCOTTS CROSSROADS"
Burke,South Waynesboro,1007,26,1281,"BURKE, SOUTH WAYNESBORO"
Burke,St Clair,143,0,173,"BURKE, ST CLAIR"
Burke,Telfair,315,6,378,"BURKE, TELFAIR"
Burke,Vidette,105,2,105,"BURKE, VIDETTE"
Butts,Butts County Admin Bldg,3274,91,8406,"BUTTS, BUTTS COUNTY ADMIN BLDG"
Calhoun,Arlington,348,2,121,"CALHOUN, ARLINGTON"
Calhoun,Edison,243,1,64,"CALHOUN, EDISON"
Calhoun,Edison-Arlington,234,1,161,"CALHOUN, EDISON-ARLINGTON"
Calhoun,Leary,291,5,227,"CALHOUN, LEARY"
Calhoun,Morgan,144,2,350,"CALHOUN, MORGAN"
Camden,Browntown,74,14,384,"CAMDEN, BROWNTOWN"
Camden,East Kingsland,1604,100,2825,"CAMDEN, EAST KINGSLAND"
Camden,Harrietts Bluff,299,25,1075,"CAMDEN, HARRIETTS BLUFF"
Camden,Kingsland,485,29,763,"CAMDEN, KINGSLAND"
Camden,Mush Bluff,639,44,1308,"CAMDEN, MUSH BLUFF"
Camden,North Kingsland,804,38,747,"CAMDEN, NORTH KINGSLAND"
Camden,North St Marys,387,36,555,"CAMDEN, NORTH ST MARYS"
Camden,South St Marys,546,21,1013,"CAMDEN, SOUTH ST MARYS"
Camden,St Marys,845,61,1222,"CAMDEN, ST MARYS"
Camden,Tarboro,192,7,490,"CAMDEN, TARBORO"
Camden,Waverly,347,9,886,"CAMDEN, WAVERLY"
Camden,West Kingsland,497,39,1355,"CAMDEN, WEST KINGSLAND"
Camden,West St Marys,708,33,1786,"CAMDEN, WEST ST MARYS"
Camden,Woodbine,540,14,842,"CAMDEN, WOODBINE"
Candler,Jack Strickland Comm Center,1269,29,3133,"CANDLER, JACK STRICKLAND COMM CENTER"
Carroll,Bethany,1066,50,1585,"CARROLL, BETHANY"
Carroll,Bonner,1035,36,1327,"CARROLL, BONNER"
Carroll,Bowdon,493,19,1483,"CARROLL, BOWDON"
Carroll,Bowdon Junction,227,6,738,"CARROLL, BOWDON JUNCTION"
Carroll,Burson Center,337,9,638,"CARROLL, BURSON CENTER"
Carroll,Burwell,188,11,886,"CARROLL, BURWELL"
Carroll,Center Point,163,10,1188,"CARROLL, CENTER POINT"
Carroll,Clem,617,33,2095,"CARROLL, CLEM"
Carroll,County Admin Bldg,739,42,994,"CARROLL, COUNTY ADMIN BLDG"
Carroll,Fairfield,782,26,2151,"CARROLL, FAIRFIELD"
Carroll,Hulett,309,30,1401,"CARROLL, HULETT"
Carroll,Kansas,68,6,787,"CARROLL, KANSAS"
Carroll,Lakeshore Rec Center,440,15,590,"CARROLL, LAKESHORE REC CENTER"
Carroll,Mt Zion,293,15,1452,"CARROLL, MT ZION"
Carroll,Oak Grove,254,19,847,"CARROLL, OAK GROVE"
Carroll,Old Camp Church,437,24,1216,"CARROLL, OLD CAMP CHURCH"
Carroll,Roopville,334,29,1865,"CARROLL, ROOPVILLE"
Carroll,Sandhill,765,33,2053,"CARROLL, SANDHILL"
Carroll,Tabernacle Church,407,25,708,"CARROLL, TABERNACLE CHURCH"
Carroll,Temple City,774,32,1527,"CARROLL, TEMPLE CITY"
Carroll,Temple County,506,38,2154,"CARROLL, TEMPLE COUNTY"
Carroll,Tyus,188,9,1168,"CARROLL, TYUS"
Carroll,University of W GA,596,25,667,"CARROLL, UNIVERSITY OF W GA"
Carroll,V R County North,1030,51,2358,"CARROLL, V R COUNTY NORTH"
Carroll,V R County South,417,19,1490,"CARROLL, V R COUNTY SOUTH"
Carroll,Villa Rica City,2140,84,2067,"CARROLL, VILLA RICA CITY"
Carroll,West Carrollton,1429,46,802,"CARROLL, WEST CARROLLTON"
Carroll,Whitesburg,204,18,1239,"CARROLL, WHITESBURG"
Catoosa,Blackstock,208,19,1088,"CATOOSA, BLACKSTOCK"
Catoosa,Boynton,996,70,3501,"CATOOSA, BOYNTON"
Catoosa,Catoosa Keith,329,39,1532,"CATOOSA, CATOOSA KEITH"
Catoosa,Chambers,351,34,1641,"CATOOSA, CHAMBERS"
Catoosa,Ft Oglethorpe,701,33,1989,"CATOOSA, FT OGLETHORPE"
Catoosa,Graysville,658,51,2439,"CATOOSA, GRAYSVILLE"
Catoosa,Lakeview,485,36,1654,"CATOOSA, LAKEVIEW"
Catoosa,Poplar Springs,582,43,2433,"CATOOSA, POPLAR SPRINGS"
Catoosa,Ringgold,1327,82,4080,"CATOOSA, RINGGOLD"
Catoosa,Westside,902,57,2958,"CATOOSA, WESTSIDE"
Catoosa,Woodstation,393,30,1852,"CATOOSA, WOODSTATION"
Charlton,American Legion,54,6,535,"CHARLTON, AMERICAN LEGION"
Charlton,Folkston,844,22,711,"CHARLTON, FOLKSTON"
Charlton,Folkston Fire,60,8,486,"CHARLTON, FOLKSTON FIRE"
Charlton,GA Bend,21,2,332,"CHARLTON, GA BEND"
Charlton,Homeland,64,3,538,"CHARLTON, HOMELAND"
Charlton,Racepond,20,1,194,"CHARLTON, RACEPOND"
Charlton,St George,22,1,418,"CHARLTON, ST GEORGE"
Charlton,Winokur,18,1,205,"CHARLTON, WINOKUR"
Chatham,1-01C First Presbyterian Church,1597,32,952,"CHATHAM, 1-01C FIRST PRESBYTERIAN CHURCH"
Chatham,1-05C JEA Building,949,32,595,"CHATHAM, 1-05C JEA BUILDING"
Chatham,1-06C Central Church of Christ,704,29,854,"CHATHAM, 1-06C CENTRAL CHURCH OF CHRIST"
Chatham,1-08C Grace United Methodist Church,587,10,628,"CHATHAM, 1-08C GRACE UNITED METHODIST CHURCH"
Chatham,1-09C Immanuel Baptist Church,265,5,181,"CHATHAM, 1-09C IMMANUEL BAPTIST CHURCH"
Chatham,1-10C St Thomas Episcopal Church,300,17,626,"CHATHAM, 1-10C ST THOMAS EPISCOPAL CHURCH"
Chatham,1-12C Isle of Hope Baptist,544,16,1080,"CHATHAM, 1-12C ISLE OF HOPE BAPTIST"
Chatham,1-13C The Sanctuary,414,14,589,"CHATHAM, 1-13C THE SANCTUARY"
Chatham,1-14C Compassion Christian Church,488,19,785,"CHATHAM, 1-14C COMPASSION CHRISTIAN CHURCH"
Chatham,1-16C Ferguson Ave Baptist,589,24,1497,"CHATHAM, 1-16C FERGUSON AVE BAPTIST"
Chatham,1-17C Islands Christian Church,860,35,1666,"CHATHAM, 1-17C ISLANDS CHRISTIAN CHURCH"
Chatham,2-02C Blackshear Community Center,713,21,161,"CHATHAM, 2-02C BLACKSHEAR COMMUNITY CENTER"
Chatham,2-03C W W Law Center,707,25,115,"CHATHAM, 2-03C W W LAW CENTER"
Chatham,2-04C Fellowship of Love Church,1647,23,129,"CHATHAM, 2-04C FELLOWSHIP OF LOVE CHURCH"
Chatham,2-05C Holy Spirit Lutheran Church,1123,22,135,"CHATHAM, 2-05C HOLY SPIRIT LUTHERAN CHURCH"
Chatham,2-06C Eli Whitney Complex,335,7,65,"CHATHAM, 2-06C ELI WHITNEY COMPLEX"
Chatham,2-07C Christ Community Church,1347,22,220,"CHATHAM, 2-07C CHRIST COMMUNITY CHURCH"
Chatham,2-09C Salvation Army,1742,27,256,"CHATHAM, 2-09C SALVATION ARMY"
Chatham,2-11C Stillwell Towers,839,12,163,"CHATHAM, 2-11C STILLWELL TOWERS"
Chatham,2-12C Williams Court Apts,823,26,123,"CHATHAM, 2-12C WILLIAMS COURT APTS"
Chatham,3-01C Old Courthouse,176,4,122,"CHATHAM, 3-01C OLD COURTHOUSE"
Chatham,3-02C Temple Mickve Israel,709,13,410,"CHATHAM, 3-02C TEMPLE MICKVE ISRAEL"
Chatham,3-03C Savannah High School,537,8,64,"CHATHAM, 3-03C SAVANNAH HIGH SCHOOL"
Chatham,3-04C First African Baptist Church,798,10,63,"CHATHAM, 3-04C FIRST AFRICAN BAPTIST CHURCH"
Chatham,3-05C Aldersgate Youth Center,884,21,300,"CHATHAM, 3-05C ALDERSGATE YOUTH CENTER"
Chatham,3-08C Jenkins High School,565,10,217,"CHATHAM, 3-08C JENKINS HIGH SCHOOL"
Chatham,3-09C Cokesbury Methodist,222,12,296,"CHATHAM, 3-09C COKESBURY METHODIST"
Chatham,3-10C Bible Baptist Church,1369,20,220,"CHATHAM, 3-10C BIBLE BAPTIST CHURCH"
Chatham,3-11C Southside Baptist Church,707,12,162,"CHATHAM, 3-11C SOUTHSIDE BAPTIST CHURCH"
Chatham,3-12C Thunderbolt Muni Complex,629,18,528,"CHATHAM, 3-12C THUNDERBOLT MUNI COMPLEX"
Chatham,3-13C New Cov 7 Day Adv Ch,845,14,525,"CHATHAM, 3-13C NEW COV 7 DAY ADV CH"
Chatham,3-14C Oglethorpe Charter Academy,1186,6,344,"CHATHAM, 3-14C OGLETHORPE CHARTER ACADEMY"
Chatham,3-15C Eli Whitney Complex,361,8,278,"CHATHAM, 3-15C ELI WHITNEY COMPLEX"
Chatham,4-02C Frank Murray Comm Center,647,26,1044,"CHATHAM, 4-02C FRANK MURRAY COMM CENTER"
