PREC,PREC_match,county,precinct,PRES20D,PRES20L,PRES20R
"GREENE, UNION POINT","GREENE, UNION POINT",Greene,Union Point,673,9,614
"GREENE, WHITE PLAINS","GREENE, WHITE PLAINS",Greene,White Plains,125,2,140
"GWINNETT, BAYCREEK A","GWINNETT, BAYCREEK A",Gwinnett,BAYCREEK A,1041,36,1062
"GWINNETT, BAYCREEK B","GWINNETT, BAYCREEK B",Gwinnett,BAYCREEK B,2998,46,1179
"GWINNETT, BAYCREEK C","GWINNETT, BAYCREEK C",Gwinnett,BAYCREEK C,3086,53,1710
"GWINNETT, BAYCREEK D","GWINNETT, BAYCREEK D",Gwinnett,BAYCREEK D,1922,52,1481
"GWINNETT, BAYCREEK E","GWINNETT, BAYCREEK E",Gwinnett,BAYCREEK E,1425,28,839
"GWINNETT, BAYCREEK F","GWINNETT, BAYCREEK F",Gwinnett,BAYCREEK F,2353,56,1003
"GWINNETT, BAYCREEK G","GWINNETT, BAYCREEK G",Gwinnett,BAYCREEK G,3216,43,1332
"GWINNETT, BAYCREEK H","GWINNETT, BAYCREEK H",Gwinnett,BAYCREEK H,3025,56,2229
"GWINNETT, BAYCREEK I","GWINNETT, BAYCREEK I",Gwinnett,BAYCREEK I,2639,55,1408
"GWINNETT, BAYCREEK J","GWINNETT, BAYCREEK J",Gwinnett,BAYCREEK J,2274,25,960
"GWINNETT, BAYCREEK K","GWINNETT, BAYCREEK K",Gwinnett,BAYCREEK K,1697,41,1166
"GWINNETT, BERKSHIRE A","GWINNETT, BERKSHIRE A",Gwinnett,BERKSHIRE A,1033,16,529
"GWINNETT, BERKSHIRE B","GWINNETT, BERKSHIRE B",Gwinnett,BERKSHIRE B,2589,42,1008
"GWINNETT, BERKSHIRE D","GWINNETT, BERKSHIRE D",Gwinnett,BERKSHIRE D,1293,49,895
"GWINNETT, BERKSHIRE E","GWINNETT, BERKSHIRE E",Gwinnett,BERKSHIRE E,767,24,789
"GWINNETT, BERKSHIRE F","GWINNETT, BERKSHIRE F",Gwinnett,BERKSHIRE F,873,28,564
"GWINNETT, BERKSHIRE G","GWINNETT, BERKSHIRE G",Gwinnett,BERKSHIRE G,1008,31,876
"GWINNETT, BERKSHIRE H","GWINNETT, BERKSHIRE H",Gwinnett,BERKSHIRE H,768,10,447
"GWINNETT, BERKSHIRE J","GWINNETT, BERKSHIRE J",Gwinnett,BERKSHIRE J,1150,22,990
"GWINNETT, BERKSHIRE L","GWINNETT, BERKSHIRE L",Gwinnett,BERKSHIRE L,1514,37,551
"GWINNETT, BERKSHIRE M","GWINNETT, BERKSHIRE M",Gwinnett,BERKSHIRE M,734,17,671
"GWINNETT, BERKSHIRE N","GWINNETT, BERKSHIRE N",Gwinnett,BERKSHIRE N,1275,33,1169
"GWINNETT, BERKSHIRE O","GWINNETT, BERKSHIRE O",Gwinnett,BERKSHIRE O,963,23,984
"GWINNETT, BERKSHIRE P","GWINNETT, BERKSHIRE P",Gwinnett,BERKSHIRE P,561,17,321
"GWINNETT, BERKSHIRE Q","GWINNETT, BERKSHIRE Q",Gwinnett,BERKSHIRE Q,652,19,626
"GWINNETT, CATES A","GWINNETT, CATES A",Gwinnett,CATES A,762,36,949
"GWINNETT, CATES B","GWINNETT, CATES B",Gwinnett,CATES B,531,25,639
"GWINNETT, CATES C","GWINNETT, CATES C",Gwinnett,CATES C,1398,29,671
"GWINNETT, CATES D","GWINNETT, CATES D (M)",Gwinnett,CATES D,1637,30,1167
"GWINNETT, CATES E","GWINNETT, CATES E",Gwinnett,CATES E,1287,45,1041
"GWINNETT, CATES F","GWINNETT, CATES F",Gwinnett,CATES F,652,18,750
"GWINNETT, CATES G","GWINNETT, CATES G",Gwinnett,CATES G,1133,25,1209
"GWINNETT, CATES H","GWINNETT, CATES H",Gwinnett,CATES H,1779,22,710
"GWINNETT, CATES I","GWINNETT, CATES I",Gwinnett,CATES I,1606,41,1123
"GWINNETT, CATES J","GWINNETT, CATES J",Gwinnett,CATES J,1592,42,953
"GWINNETT, CATES K","GWINNETT, CATES K",Gwinnett,CATES K,1138,26,970
"GWINNETT, CATES L","GWINNETT, CATES L",Gwinnett,CATES L,1840,43,1126
"GWINNETT, CATES M","GWINNETT, CATES M",Gwinnett,CATES M,1647,46,1533
"GWINNETT, CATES N","GWINNETT, CATES N",Gwinnett,CATES N,831,31,1128
"GWINNETT, CATES O","GWINNETT, CATES O",Gwinnett,CATES O,589,9,521
"GWINNETT, DACULA","GWINNETT, DACULA",Gwinnett,DACULA,1976,50,1391
"GWINNETT, DULUTH A","GWINNETT, DULUTH A",Gwinnett,DULUTH A,2301,68,1479
"GWINNETT, DULUTH B","GWINNETT, DULUTH B",Gwinnett,DULUTH B,1312,32,1145
"GWINNETT, DULUTH C","GWINNETT, DULUTH C",Gwinnett,DULUTH C,887,31,680
"GWINNETT, DULUTH D","GWINNETT, DULUTH D",Gwinnett,DULUTH D,2076,39,1204
"GWINNETT, DULUTH E","GWINNETT, DULUTH E",Gwinnett,DULUTH E,2372,42,965
"GWINNETT, DULUTH F","GWINNETT, DULUTH F",Gwinnett,DULUTH F,2872,47,868
"GWINNETT, DULUTH G","GWINNETT, DULUTH G",Gwinnett,DULUTH G,1146,43,1137
"GWINNETT, DULUTH H","GWINNETT, DULUTH H",Gwinnett,DULUTH H,1167,37,894
"GWINNETT, DULUTH I","GWINNETT, DULUTH I",Gwinnett,DULUTH I,1986,22,1825
"GWINNETT, DULUTH K","GWINNETT, DULUTH K",Gwinnett,DULUTH K,1116,26,318
"GWINNETT, DUNCANS A","GWINNETT, DUNCANS A",Gwinnett,DUNCANS A,1435,39,2326
"GWINNETT, DUNCANS B","GWINNETT, DUNCANS B",Gwinnett,DUNCANS B,1560,73,2641
"GWINNETT, DUNCANS C","GWINNETT, DUNCANS C",Gwinnett,DUNCANS C,891,40,1570
"GWINNETT, DUNCANS D","GWINNETT, DUNCANS D",Gwinnett,DUNCANS D,2054,68,3387
"GWINNETT, GARNERS A","GWINNETT, GARNERS A",Gwinnett,GARNERS A,1396,51,1321
"GWINNETT, GARNERS B","GWINNETT, GARNERS B",Gwinnett,GARNERS B,1549,16,742
"GWINNETT, GARNERS C","GWINNETT, GARNERS C",Gwinnett,GARNERS C,855,25,560
"GWINNETT, GARNERS D","GWINNETT, GARNERS D",Gwinnett,GARNERS D,1807,30,537
"GWINNETT, GARNERS F","GWINNETT, GARNERS F",Gwinnett,GARNERS F,746,18,604
"GWINNETT, GOODWINS A","GWINNETT, GOODWINS A",Gwinnett,GOODWINS A,1622,36,1101
"GWINNETT, GOODWINS B","GWINNETT, GOODWINS B",Gwinnett,GOODWINS B,1443,59,1478
"GWINNETT, GOODWINS C","GWINNETT, GOODWINS C",Gwinnett,GOODWINS C,2609,43,1217
"GWINNETT, GOODWINS D","GWINNETT, GOODWINS D",Gwinnett,GOODWINS D,1658,52,1355
"GWINNETT, GOODWINS E","GWINNETT, GOODWINS E",Gwinnett,GOODWINS E,2190,73,1682
"GWINNETT, GOODWINS F","GWINNETT, GOODWINS F",Gwinnett,GOODWINS F,1325,37,877
"GWINNETT, GOODWINS G","GWINNETT, GOODWINS G",Gwinnett,GOODWINS G,1231,23,502
"GWINNETT, GOODWINS H","GWINNETT, GOODWINS H",Gwinnett,GOODWINS H,1143,36,850
"GWINNETT, GOODWINS I","GWINNETT, GOODWINS I",Gwinnett,GOODWINS I,1033,32,877
"GWINNETT, HARBINS A","GWINNETT, HARBINS A",Gwinnett,HARBINS A,2782,80,2405
"GWINNETT, HARBINS B","GWINNETT, HARBINS B",Gwinnett,HARBINS B,1533,42,1919
"GWINNETT, HARBINS C","GWINNETT, HARBINS C",Gwinnett,HARBINS C,1069,23,1160
"GWINNETT, HOG MOUNTAIN A","GWINNETT, HOG MOUNTAIN A",Gwinnett,HOG MOUNTAIN A,2110,51,1326
"GWINNETT, HOG MOUNTAIN B","GWINNETT, HOG MOUNTAIN B",Gwinnett,HOG MOUNTAIN B,1622,36,1883
"GWINNETT, HOG MOUNTAIN C","GWINNETT, HOG MOUNTAIN C",Gwinnett,HOG MOUNTAIN C,1442,48,1566
"GWINNETT, HOG MOUNTAIN D","GWINNETT, HOG MOUNTAIN D",Gwinnett,HOG MOUNTAIN D,1058,31,1192
"GWINNETT, LAWRENCEVILLE A","GWINNETT, LAWRENCEVILLE A",Gwinnett,LAWRENCEVILLE A,1313,25,941
"GWINNETT, LAWRENCEVILLE B","GWINNETT, LAWRENCEVILLE B",Gwinnett,LAWRENCEVILLE B,2428,30,1056
"GWINNETT, LAWRENCEVILLE C","GWINNETT, LAWRENCEVILLE C",Gwinnett,LAWRENCEVILLE C,982,42,1174
"GWINNETT, LAWRENCEVILLE D","GWINNETT, LAWRENCEVILLE D",Gwinnett,LAWRENCEVILLE D,2101,37,621
"GWINNETT, LAWRENCEVILLE E","GWINNETT, LAWRENCEVILLE E",Gwinnett,LAWRENCEVILLE E,860,19,793
"GWINNETT, LAWRENCEVILLE F","GWINNETT, LAWRENCEVILLE F",Gwinnett,LAWRENCEVILLE F,2077,34,681
"GWINNETT, LAWRENCEVILLE G","GWINNETT, LAWRENCEVILLE G",Gwinnett,LAWRENCEVILLE G,1457,20,563
"GWINNETT, LAWRENCEVILLE H","GWINNETT, LAWRENCEVILLE H",Gwinnett,LAWRENCEVILLE H,1692,52,1429
"GWINNETT, LAWRENCEVILLE I","GWINNETT, LAWRENCEVILLE I",Gwinnett,LAWRENCEVILLE I,1368,41,774
"GWINNETT, LAWRENCEVILLE J","GWINNETT, LAWRENCEVILLE J",Gwinnett,LAWRENCEVILLE J,1054,14,467
"GWINNETT, LAWRENCEVILLE K","GWINNETT, LAWRENCEVILLE K",Gwinnett,LAWRENCEVILLE K,1327,39,1139
"GWINNETT, LAWRENCEVILLE L","GWINNETT, LAWRENCEVILLE L",Gwinnett,LAWRENCEVILLE L,2201,34,1258
"GWINNETT, LAWRENCEVILLE M","GWINNETT, LAWRENCEVILLE M",Gwinnett,LAWRENCEVILLE M,3651,58,1114
"GWINNETT, LAWRENCEVILLE N","GWINNETT, LAWRENCEVILLE N",Gwinnett,LAWRENCEVILLE N,994,27,609
"GWINNETT, MARTINS A","GWINNETT, MARTINS A",Gwinnett,MARTINS A,1521,19,516
"GWINNETT, MARTINS B","GWINNETT, MARTINS B",Gwinnett,MARTINS B,1301,18,654
"GWINNETT, MARTINS C","GWINNETT, MARTINS C",Gwinnett,MARTINS C,1092,26,682
"GWINNETT, MARTINS D","GWINNETT, MARTINS D",Gwinnett,MARTINS D,1023,9,342
"GWINNETT, MARTINS E","GWINNETT, MARTINS E",Gwinnett,MARTINS E,2766,41,474
"GWINNETT, MARTINS F","GWINNETT, MARTINS F",Gwinnett,MARTINS F,1076,18,421
"GWINNETT, MARTINS G","GWINNETT, MARTINS G",Gwinnett,MARTINS G,1065,23,437
"GWINNETT, MARTINS H","GWINNETT, MARTINS H",Gwinnett,MARTINS H,2161,35,1171
"GWINNETT, MARTINS I","GWINNETT, MARTINS I",Gwinnett,MARTINS I,1719,31,766
"GWINNETT, MARTINS J","GWINNETT, MARTINS J",Gwinnett,MARTINS J,1948,28,514
"GWINNETT, MARTINS K","GWINNETT, MARTINS K",Gwinnett,MARTINS K,2690,35,892
"GWINNETT, PINCKNEYVILLE A","GWINNETT, PINCKNEYVILLE A",Gwinnett,PINCKNEYVILLE A,1283,12,362
"GWINNETT, PINCKNEYVILLE A1","GWINNETT, PINCKNEYVILLE A1",Gwinnett,PINCKNEYVILLE A1,1041,36,1228
"GWINNETT, PINCKNEYVILLE B","GWINNETT, PINCKNEYVILLE B",Gwinnett,PINCKNEYVILLE B,1447,17,532
"GWINNETT, PINCKNEYVILLE C","GWINNETT, PINCKNEYVILLE C",Gwinnett,PINCKNEYVILLE C,889,19,741
"GWINNETT, PINCKNEYVILLE D","GWINNETT, PINCKNEYVILLE D",Gwinnett,PINCKNEYVILLE D,935,15,327
"GWINNETT, PINCKNEYVILLE E","GWINNETT, PINCKNEYVILLE E",Gwinnett,PINCKNEYVILLE E,1017,20,277
"GWINNETT, PINCKNEYVILLE F","GWINNETT, PINCKNEYVILLE F",Gwinnett,PINCKNEYVILLE F,1065,27,452
"GWINNETT, PINCKNEYVILLE H","GWINNETT, PINCKNEYVILLE H",Gwinnett,PINCKNEYVILLE H,1980,42,1485
"GWINNETT, PINCKNEYVILLE I","GWINNETT, PINCKNEYVILLE I",Gwinnett,PINCKNEYVILLE I,1154,20,434
"GWINNETT, PINCKNEYVILLE J","GWINNETT, PINCKNEYVILLE J",Gwinnett,PINCKNEYVILLE J,1200,15,265
"GWINNETT, PINCKNEYVILLE K","GWINNETT, PINCKNEYVILLE K",Gwinnett,PINCKNEYVILLE K,1694,23,489
"GWINNETT, PINCKNEYVILLE L","GWINNETT, PINCKNEYVILLE L",Gwinnett,PINCKNEYVILLE L,898,38,1089
"GWINNETT, PINCKNEYVILLE M","GWINNETT, PINCKNEYVILLE M",Gwinnett,PINCKNEYVILLE M,950,37,1265
"GWINNETT, PINCKNEYVILLE N","GWINNETT, PINCKNEYVILLE N",Gwinnett,PINCKNEYVILLE N,1922,37,383
"GWINNETT, PINCKNEYVILLE O","GWINNETT, PINCKNEYVILLE O",Gwinnett,PINCKNEYVILLE O,1461,26,480
"GWINNETT, PINCKNEYVILLE P","GWINNETT, PINCKNEYVILLE P",Gwinnett,PINCKNEYVILLE P,972,26,649
"GWINNETT, PINCKNEYVILLE Q","GWINNETT, PINCKNEYVILLE Q",Gwinnett,PINCKNEYVILLE Q,939,10,192
"GWINNETT, PINCKNEYVILLE S","GWINNETT, PINCKNEYVILLE S",Gwinnett,PINCKNEYVILLE S,1418,37,751
"GWINNETT, PINCKNEYVILLE T","GWINNETT, PINCKNEYVILLE T",Gwinnett,PINCKNEYVILLE T,1257,45,802
"GWINNETT, PINCKNEYVILLE U","GWINNETT, PINCKNEYVILLE U",Gwinnett,PINCKNEYVILLE U,955,12,528
"GWINNETT, PINCKNEYVILLE V","GWINNETT, PINCKNEYVILLE V",Gwinnett,PINCKNEYVILLE V,665,19,420
"GWINNETT, PINCKNEYVILLE W","GWINNETT, PINCKNEYVILLE W",Gwinnett,PINCKNEYVILLE W,1711,54,1069
"GWINNETT, PINCKNEYVILLE X","GWINNETT, PINCKNEYVILLE X",Gwinnett,PINCKNEYVILLE X,1509,35,1130
"GWINNETT, PINCKNEYVILLE Y","GWINNETT, PINCKNEYVILLE Y",Gwinnett,PINCKNEYVILLE Y,1393,13,371
"GWINNETT, PINCKNEYVILLE Z","GWINNETT, PINCKNEYVILLE Z",Gwinnett,PINCKNEYVILLE Z,722,28,873
"GWINNETT, PUCKETTS A","GWINNETT, PUCKETTS A",Gwinnett,PUCKETTS A,1562,81,2851
"GWINNETT, PUCKETTS B","GWINNETT, PUCKETTS B",Gwinnett,PUCKETTS B,957,23,1391
"GWINNETT, PUCKETTS C","GWINNETT, PUCKETTS C",Gwinnett,PUCKETTS C,1014,28,1383
"GWINNETT, PUCKETTS D","GWINNETT, PUCKETTS D",Gwinnett,PUCKETTS D,1147,37,1531
"GWINNETT, PUCKETTS E","GWINNETT, PUCKETTS E",Gwinnett,PUCKETTS E,2112,42,1754
"GWINNETT, ROCKBRIDGE A","GWINNETT, ROCKBRIDGE A",Gwinnett,ROCKBRIDGE A,2202,26,539
"GWINNETT, ROCKBRIDGE B","GWINNETT, ROCKBRIDGE B",Gwinnett,ROCKBRIDGE B,2082,25,642
"GWINNETT, ROCKBRIDGE C","GWINNETT, ROCKBRIDGE C",Gwinnett,ROCKBRIDGE C,3055,28,664
"GWINNETT, ROCKBRIDGE D","GWINNETT, ROCKBRIDGE D",Gwinnett,ROCKBRIDGE D,2008,30,648
"GWINNETT, ROCKBRIDGE E","GWINNETT, ROCKBRIDGE E",Gwinnett,ROCKBRIDGE E,2311,40,620
"GWINNETT, ROCKBRIDGE F","GWINNETT, ROCKBRIDGE F",Gwinnett,ROCKBRIDGE F,3370,25,747
"GWINNETT, ROCKBRIDGE G","GWINNETT, ROCKBRIDGE G",Gwinnett,ROCKBRIDGE G,3251,35,712
"GWINNETT, ROCKYCREEK A","GWINNETT, ROCKYCREEK A",Gwinnett,ROCKYCREEK A,2139,66,2277
"GWINNETT, ROCKYCREEK B","GWINNETT, ROCKYCREEK B",Gwinnett,ROCKYCREEK B,1758,71,1911
"GWINNETT, ROCKYCREEK C","GWINNETT, ROCKYCREEK C",Gwinnett,ROCKYCREEK C,1793,58,1836
"GWINNETT, SUGAR HILL A","GWINNETT, SUGAR HILL A",Gwinnett,SUGAR HILL A,1389,47,1598
"GWINNETT, SUGAR HILL B","GWINNETT, SUGAR HILL B",Gwinnett,SUGAR HILL B,1854,74,2087
"GWINNETT, SUGAR HILL C","GWINNETT, SUGAR HILL C",Gwinnett,SUGAR HILL C,1595,69,2225
"GWINNETT, SUGAR HILL D","GWINNETT, SUGAR HILL D",Gwinnett,SUGAR HILL D,1439,61,1796
"GWINNETT, SUGAR HILL E","GWINNETT, SUGAR HILL E",Gwinnett,SUGAR HILL E,1238,52,1373
"GWINNETT, SUGAR HILL F","GWINNETT, SUGAR HILL F",Gwinnett,SUGAR HILL F,1379,53,1568
"GWINNETT, SUGAR HILL G","GWINNETT, SUGAR HILL G",Gwinnett,SUGAR HILL G,891,32,1316
"GWINNETT, SUWANEE A","GWINNETT, SUWANEE A",Gwinnett,SUWANEE A,680,26,549
"GWINNETT, SUWANEE B","GWINNETT, SUWANEE B",Gwinnett,SUWANEE B,1818,59,1725
"GWINNETT, SUWANEE C","GWINNETT, SUWANEE C",Gwinnett,SUWANEE C,2190,55,1859
"GWINNETT, SUWANEE D","GWINNETT, SUWANEE D",Gwinnett,SUWANEE D,1627,53,2150
"GWINNETT, SUWANEE E","GWINNETT, SUWANEE E",Gwinnett,SUWANEE E,1541,50,1832
"GWINNETT, SUWANEE F","GWINNETT, SUWANEE F",Gwinnett,SUWANEE F,1550,41,1375
"GWINNETT, SUWANEE G","GWINNETT, SUWANEE G",Gwinnett,SUWANEE G,1676,50,1233
"GWINNETT, SUWANEE H","GWINNETT, SUWANEE H",Gwinnett,SUWANEE H,1203,44,1876
"HABERSHAM, AMYS CREEK","HABERSHAM, AMYS CREEK",Habersham,Amys Creek,250,8,1006
"HABERSHAM, CITY OF BALDWIN","HABERSHAM, CITY OF BALDWIN",Habersham,City of Baldwin,190,10,523
"HABERSHAM, DEMOREST","HABERSHAM, DEMOREST",Habersham,Demorest,522,37,3098
"HABERSHAM, HABERSHAM NORTH","HABERSHAM, HABERSHAM NORTH",Habersham,Habersham North,1177,93,5752
"HABERSHAM, HABERSHAM SOUTH","HABERSHAM, HABERSHAM SOUTH",Habersham,Habersham South,858,52,3267
"HABERSHAM, MUD CREEK","HABERSHAM, MUD CREEK",Habersham,Mud Creek,455,23,2588
"HABERSHAM, TOWN OF MT AIRY","HABERSHAM, TOWN OF MOUNT AIRY",Habersham,Town of Mt Airy,111,9,403
"HALL, BARK CAMP","HALL, 16-BARK CAMP",Hall,Bark Camp,799,68,3391
"HALL, BIG HICKORY","HALL, 27-BIG HICKORY",Hall,Big Hickory,407,33,2602
"HALL, CANDLER","HALL, 10-CANDLER",Hall,Candler,1178,57,2695
"HALL, CHESTATEE","HALL, 17-CHESTATEE",Hall,Chestatee,598,48,2273
"HALL, CHICOPEE","HALL, 02-CHICOPEE",Hall,Chicopee,987,41,1219
"HALL, CLERMONT","HALL, 14-CLERMONT",Hall,Clermont,281,38,2428
"HALL, FLOWERY BRANCH I","HALL, 05-FLOWERY BRANCH I",Hall,Flowery Branch I,801,53,2424
"HALL, FLOWERY BRANCH II","HALL, 06-FLOWERY BRANCH II",Hall,Flowery Branch II,693,51,1732
"HALL, FORK","HALL, 18-FORK",Hall,Fork,549,28,2054
"HALL, FRIENDSHIP I","HALL, 28-FRIENDSHIP I",Hall,Friendship I,1834,94,5056
"HALL, FRIENDSHIP II","HALL, 29-FRIENDSHIP II",Hall,Friendship II,585,36,1825
"HALL, FRIENDSHIP III","HALL, 30-FRIENDSHIP III",Hall,Friendship III,900,51,2390
"HALL, FRIENDSHIP IV","HALL, 31-FRIENDSHIP IV",Hall,Friendship IV,842,30,1957
"HALL, GAINESVILLE I","HALL, 21-GAINESVILLE I",Hall,Gainesville I,1018,53,1691
"HALL, GAINESVILLE II","HALL, 22-GAINESVILLE II",Hall,Gainesville II,1400,17,269
"HALL, GAINESVILLE III","HALL, 23-GAINESVILLE III",Hall,Gainesville III,1264,52,1217
"HALL, GAINESVILLE IV","HALL, 24-GAINESVILLE IV",Hall,Gainesville IV,753,37,952
"HALL, GAINESVILLE V","HALL, 25-GAINESVILLE V",Hall,Gainesville V,362,24,547
"HALL, GILLSVILLE","HALL, 26-GILLSVILLE",Hall,Gillsville,130,8,755
"HALL, GLADE","HALL, 12-GLADE",Hall,Glade,600,48,1870
"HALL, LULA","HALL, 13-LULA",Hall,Lula,353,17,2067
"HALL, MORGAN I","HALL, 08-MORGAN I",Hall,Morgan I,572,45,2419
"HALL, MORGAN II","HALL, 09-MORGAN II",Hall,Morgan II,1005,55,2398
"HALL, OAKWOOD I","HALL, 03-OAKWOOD I",Hall,Oakwood I,690,28,978
"HALL, OAKWOOD II","HALL, 04-OAKWOOD II",Hall,Oakwood II,720,42,2300
"HALL, QUILLIANS","HALL, 15-QUILLIANS",Hall,Quillians,259,34,1924
"HALL, ROBERTS","HALL, 07-ROBERTS",Hall,Roberts,1025,57,3154
"HALL, TADMORE","HALL, 11-TADMORE",Hall,Tadmore,1688,43,1787
"HALL, WEST WHELCHEL","HALL, 20-WEST WHELCHEL",Hall,West Whelchel,761,55,2369
"HALL, WHELCHEL","HALL, 19-WHELCHEL",Hall,Whelchel,690,38,2514
"HALL, WILSON","HALL, 01-WILSON",Hall,Wilson,1287,41,2913
"HANCOCK, COURTHOUSE","HANCOCK, COURTHOUSE",Hancock,Courthouse,470,5,146
"HANCOCK, DEVEREUX FIRE STATION","HANCOCK, DEVEREUX FIRE",Hancock,Devereux Fire Station,382,3,408
"HANCOCK, MAYFIELD COMMUNITY CENTER","HANCOCK, MAYFIELD",Hancock,Mayfield Community Center,197,0,37
"HANCOCK, POWER OF GOD","HANCOCK, POWER OF GOD",Hancock,Power of God,381,5,96
"HANCOCK, SECOND BEULAH","HANCOCK, SECOND BEULAH",Hancock,Second Beulah,315,0,48
"HANCOCK, SECOND DARRIEN","HANCOCK, SECOND DARRIEN",Hancock,Second Darrien,192,2,93
"HANCOCK, SPARTA 4C","HANCOCK, SPARTA 4C",Hancock,Sparta 4C,84,2,26
"HANCOCK, ST MARK","HANCOCK, ST. MARK",Hancock,St Mark,315,2,60
"HANCOCK, WARREN CHAPEL","HANCOCK, WARREN CHAPEL",Hancock,Warren Chapel,88,1,130
"HANCOCK, YOUTH CENTER","HANCOCK, YOUTH CENTER",Hancock,Youth Center,561,1,115
"HARALSON, BEREA-STEADMAN","HARALSON, BEREA-STEADMAN",Haralson,Berea-Steadman,38,2,434
"HARALSON, BREMEN","HARALSON, BREMEN",Haralson,Bremen,760,52,3798
"HARALSON, BUCHANAN","HARALSON, BUCHANAN",Haralson,Buchanan,183,14,1452
"HARALSON, BUNCOMBE","HARALSON, BUNCOMBE",Haralson,Buncombe,62,5,637
"HARALSON, CORINTH","HARALSON, CORINTH",Haralson,Corinth,90,13,1050
"HARALSON, FELTON","HARALSON, FELTON",Haralson,Felton,12,0,209
"HARALSON, LITTLE CREEK","HARALSON, LITTLE CREEK",Haralson,Little Creek,36,3,500
"HARALSON, MT VIEW","HARALSON, MT VIEW",Haralson,Mt View,18,0,231
"HARALSON, SEVENTH","HARALSON, SEVENTH",Haralson,Seventh,168,11,1104
"HARALSON, TALLAPOOSA","HARALSON, TALLAPOOSA",Haralson,Tallapoosa,300,20,1715
"HARALSON, TWENTIETH","HARALSON, TWENTIETH",Haralson,Twentieth,46,1,493
"HARALSON, WACO","HARALSON, WACO",Haralson,Waco,79,4,708
"HARRIS, CATAULA","HARRIS, CATAULA",Harris,Cataula,580,28,1696
"HARRIS, ELLERSLIE","HARRIS, ELLERSLIE",Harris,Ellerslie,1018,36,2326
"HARRIS, GOODMAN","HARRIS, GOODMAN",Harris,Goodman,452,12,730
"HARRIS, HAMILTON","HARRIS, HAMILTON",Harris,Hamilton,718,30,1342
"HARRIS, LOWER 19TH","HARRIS, LOWER 19TH",Harris,Lower 19th,458,23,1556
"HARRIS, MULBERRY GROVE","HARRIS, MULBERRY GROVE",Harris,Mulberry Grove,424,27,1842
"HARRIS, PINE MOUNTAIN VALLEY","HARRIS, PINE MOUNTAIN VALLEY",Harris,Pine Mountain Valley,149,6,704
"HARRIS, SKINNER","HARRIS, SKINNER",Harris,Skinner,255,6,429
"HARRIS, UPPER 19TH","HARRIS, UPPER 19TH",Harris,Upper 19th,210,10,1082
"HARRIS, VALLEY PLAINS","HARRIS, VALLEY PLAINS",Harris,Valley Plains,179,2,422
"HARRIS, WAVERLY HALL","HARRIS, WAVERLY HALL",Harris,Waverly Hall,731,17,1392
"HARRIS, WHITESVILLE","HARRIS, WHITESVILLE",Harris,Whitesville,283,18,798
"HART, BIO","HART, BIO",Hart,Bio,269,6,802
"HART, BOWERSVILLE","HART, BOWERSVILLE",Hart,Bowersville,180,9,816
"HART, COKESBURY","HART, COKESBURY",Hart,Cokesbury,345,5,499
"HART, GOLDMINE","HART, GOLDMINE",Hart,Goldmine,272,10,1118
"HART, HARTWELL","HART, HARTWELL",Hart,Hartwell,1451,45,3258
"HART, REED CREEK","HART, REED CREEK",Hart,Reed Creek,453,17,1912
"HART, SHOAL CREEK","HART, SHOAL CREEK",Hart,Shoal Creek,187,14,1059
"HEARD, CENTRALHATCHEE","HEARD, CENTRALHATCHEE",Heard,Centralhatchee,186,11,1122
"HEARD, COOKSVILLE-CORINTH","HEARD, COOKSVILLE - CORINTH",Heard,Cooksville-Corinth,37,4,384
"HEARD, ENON GROVE","HEARD, ENON GROVE",Heard,Enon Grove,83,8,644
"HEARD, EPHESUS","HEARD, EPHESUS",Heard,Ephesus,82,7,852
"HEARD, FRANKLIN","HEARD, FRANKLIN",Heard,Franklin,331,20,1139
"HEARD, SOUTHWEST","HEARD, SOUTHWEST",Heard,Southwest,105,1,375
"HENRY, AUSTIN ROAD","HENRY, AUSTIN ROAD",Henry,Austin Road,1733,36,773
"HENRY, COTTON INDIAN","HENRY, COTTON INDIAN",Henry,Cotton Indian,1958,35,1324
"HENRY, DUTCHTOWN","HENRY, DUTCHTOWN",Henry,Dutchtown,1068,22,947
"HENRY, EAST LAKE","HENRY, EAST LAKE",Henry,East Lake,863,27,1838
"HENRY, ELLENWOOD","HENRY, ELLENWOOD",Henry,Ellenwood,2685,15,491
"HENRY, FLIPPEN","HENRY, FLIPPEN",Henry,Flippen,2443,23,948
"HENRY, GROVE PARK","HENRY, GROVE PARK",Henry,Grove Park,1263,34,1471
"HENRY, HICKORY FLAT","HENRY, HICKORY FLAT",Henry,Hickory Flat,2636,35,1221
"HENRY, KELLEYTOWN","HENRY, KELLEYTOWN",Henry,Kelleytown,1111,40,1633
"HENRY, LAKE DOW","HENRY, LAKE DOW",Henry,Lake Dow,1589,31,2217
"HENRY, LAKE HAVEN","HENRY, LAKE HAVEN",Henry,Lake Haven,1483,40,1584
"HENRY, LIGHTHOUSE","HENRY, LIGHTHOUSE",Henry,Lighthouse,1755,30,918
"HENRY, LOCUST GROVE","HENRY, LOCUST GROVE",Henry,Locust Grove,3274,66,1504
"HENRY, LOWES","HENRY, LOWES",Henry,Lowes,4666,74,2064
"HENRY, MCDONOUGH","HENRY, MCDONOUGH",Henry,McDonough,1451,17,522
"HENRY, MCDONOUGH CENTRAL","HENRY, MCDONOUGH CENTRAL",Henry,McDonough Central,1828,29,1166
